Model Name,Language,r,nFound,Call Counts,Time,N,len
CMT Real,C++,0.17,5059,144587,5465.21,2500000,15
CMT Real,C++,0.17,337,81301,3059.37,2500000,15
CMT Real,C++,0.17,2657,112245,4240.5,2500000,15
CMT Real,C++,0.17,3480,147440,5565,2500000,15
CMT Real,C++,0.17,4787,150719,5708.72,2500000,15
CMT Real,C++,0,1,21,1.014,2500000,20
CMT Real,C++,0,1,21,0.974,2500000,20
CMT Real,C++,0,1,22,1.024,2500000,20
CMT Real,C++,0,1,21,0.979,2500000,20
CMT Real,C++,0,1,19,0.873,2500000,20
CMT Real,C++,0.05,1,1385,64.862,2500000,20
CMT Real,C++,0.05,1,954,44.85,2500000,20
CMT Real,C++,0.05,1,2199,103.13,2500000,20
CMT Real,C++,0.05,2,2794,132.324,2500000,20
CMT Real,C++,0.05,1,371,17.402,2500000,20
CMT Real,C++,0.06,1,5314,252.442,2500000,20
CMT Real,C++,0.06,1,1707,80.32,2500000,20
CMT Real,C++,0.06,1,6350,306.102,2500000,20
CMT Real,C++,0.06,3,6780,322.117,2500000,20
CMT Real,C++,0.06,1,628,29.581,2500000,20
CMT Real,C++,0.07,1,10467,495.913,2500000,20
CMT Real,C++,0.07,2,2588,123.315,2500000,20
CMT Real,C++,0.07,2,11574,548.439,2500000,20
CMT Real,C++,0.07,7,11753,559.981,2500000,20
CMT Real,C++,0.07,1,1233,58.435,2500000,20
CMT Real,C++,0.08,1,19745,938.437,2500000,20
CMT Real,C++,0.08,2,4102,194.198,2500000,20
CMT Real,C++,0.08,2,24763,1191.8,2500000,20
CMT Real,C++,0.08,19,19977,1417.6,2500000,20
CMT Real,C++,0.08,1,2047,97.439,2500000,20
CMT Real,C++,0.09,1,32040,1554.01,2500000,20
CMT Real,C++,0.09,2,6175,292.204,2500000,20
CMT Real,C++,0.09,6,41367,1962.31,2500000,20
CMT Real,C++,0.09,39,32044,1517.48,2500000,20
CMT Real,C++,0.09,1,3634,176.018,2500000,20
CMT Real,C++,0.1,3,48770,2333.61,2500000,20
CMT Real,C++,0.1,2,8858,418.922,2500000,20
CMT Real,C++,0.1,11,62815,2977.72,2500000,20
CMT Real,C++,0.1,73,49814,2351.57,2500000,20
CMT Real,C++,0.1,1,5091,241.38,2500000,20
CMT Real,C++,0.11,4,70187,3306.9,2500000,20
CMT Real,C++,0.11,2,14339,696.858,2500000,20
CMT Real,C++,0.11,13,74585,3516.51,2500000,20
CMT Real,C++,0.11,95,60315,2843.21,2500000,20
CMT Real,C++,0.11,1,6742,318.032,2500000,20
CMT Real,C++,0.12,11,99885,4712.3,2500000,20
CMT Real,C++,0.12,2,22420,1058.33,2500000,20
CMT Real,C++,0.12,25,108036,5096.81,2500000,20
CMT Real,C++,0.12,163,87671,4192.52,2500000,20
CMT Real,C++,0.12,1,9626,457.742,2500000,20
CMT Real,C++,0.13,26,138580,6566.39,2500000,20
CMT Real,C++,0.13,3,31588,1503.5,2500000,20
CMT Real,C++,0.13,39,146959,6968.15,2500000,20
CMT Real,C++,0.13,315,121713,5775.74,2500000,20
CMT Real,C++,0.13,1,13519,639.17,2500000,20
CMT Real,C++,0.14,60,188072,8874.26,2500000,20
CMT Real,C++,0.14,5,44374,2094.83,2500000,20
CMT Real,C++,0.14,93,195899,9214.21,2500000,20
CMT Real,C++,0.14,570,175550,8256.76,2500000,20
CMT Real,C++,0.14,3,17988,850.872,2500000,20
CMT Real,C++,0.15,121,249015,11724.1,2500000,20
CMT Real,C++,0.15,6,59783,2833.96,2500000,20
CMT Real,C++,0.15,192,257407,12129.3,2500000,20
CMT Real,C++,0.15,1003,239578,11302.1,2500000,20
CMT Real,C++,0.15,5,29106,1379.45,2500000,20
CMT Real,C++,0.16,252,323247,15233.6,2500000,20
CMT Real,C++,0.16,12,77895,3690.42,2500000,20
CMT Real,C++,0.16,351,329663,15531.4,2500000,20
CMT Real,C++,0.16,1693,306975,14546.1,2500000,20
CMT Real,C++,0.16,9,40244,1911.12,2500000,20
CMT Real,C++,0.17,484,409103,19312.7,2500000,20
CMT Real,C++,0.17,24,103959,4902.12,2500000,20
CMT Real,C++,0.17,664,438925,20731.3,2500000,20
CMT Real,C++,0.17,2686,390158,18485.7,2500000,20
CMT Real,C++,0.17,18,52576,2491.21,2500000,20
CMT Real,C++,0,1,20,461.591,2500000,30
CMT Real,C++,0,1,21,1.431,2500000,30
CMT Real,C++,0,1,21,1.416,2500000,30
CMT Real,C++,0,1,21,1.419,2500000,30
CMT Real,C++,0,1,21,1.411,2500000,30
CMT Real,C++,0.05,1,51227,3611.18,2500000,30
CMT Real,C++,0.05,1,3063,208.656,2500000,30
CMT Real,C++,0.05,1,5040,347.88,2500000,30
CMT Real,C++,0.05,1,4336,295.88,2500000,30
CMT Real,C++,0.05,1,19340,1323.93,2500000,30
CMT Real,C++,0.06,2,108945,7455.1,2500000,30
CMT Real,C++,0.06,1,7615,521.542,2500000,30
CMT Real,C++,0.06,1,12809,876.34,2500000,30
CMT Real,C++,0.06,1,10305,704.905,2500000,30
CMT Real,C++,0.06,1,64286,4404.89,2500000,30
CMT Real,C++,0.07,5,178768,12233.3,2500000,30
CMT Real,C++,0.07,1,13901,953.475,2500000,30
CMT Real,C++,0.07,1,21506,1478.25,2500000,30
CMT Real,C++,0.07,1,21456,1468.39,2500000,30
CMT Real,C++,0.07,2,130059,8905.97,2500000,30
CMT Real,C++,0.08,13,326072,22338.9,2500000,30
CMT Real,C++,0.08,1,27111,1854.02,2500000,30
CMT Real,C++,0.08,1,37344,2555.87,2500000,30
CMT Real,C++,0.08,1,33887,2320.57,2500000,30
CMT Real,C++,0.08,8,193035,13214.9,2500000,30
CMT Real,C++,0.09,53,532074,36412.8,2500000,30
CMT Real,C++,0.09,1,44229,3031.45,2500000,30
CMT Real,C++,0.09,1,70395,4829.86,2500000,30
CMT Real,C++,0.09,1,56570,3878.41,2500000,30
CMT Real,C++,0.09,24,437467,29974.7,2500000,30
CMT Real,C++,0.1,137,730602,49969,2500000,30
CMT Real,C++,0.1,1,63001,4308.84,2500000,30
CMT Real,C++,0.1,1,102034,6993.54,2500000,30
CMT Real,C++,0.1,2,84260,5773.75,2500000,30
CMT Real,C++,0.1,49,629283,43036.6,2500000,30
CMT Real,C++,0.11,341,914588,62423.4,2500000,30
CMT Real,C++,0.11,1,91675,6274.81,2500000,30
CMT Real,C++,0.11,3,144514,9875.28,2500000,30
CMT Real,C++,0.11,4,119458,8184.71,2500000,30
CMT Real,C++,0.11,116,812153,55515.8,2500000,30
CMT Real,C++,0.12,1126,1163542,79321.7,2500000,30
CMT Real,C++,0.12,2,150662,10313.6,2500000,30
CMT Real,C++,0.12,8,220405,15069.3,2500000,30
CMT Real,C++,0.12,6,195839,13392.6,2500000,30
CMT Real,C++,0.12,369,1061212,72431.1,2500000,30
CMT Real,C++,0.13,2451,1380119,94036.1,2500000,30
CMT Real,C++,0.13,4,210756,14385.5,2500000,30
CMT Real,C++,0.13,13,295472,20191.8,2500000,30
CMT Real,C++,0.13,12,260011,17822.7,2500000,30
CMT Real,C++,0.13,828,1244967,84912.8,2500000,30
CMT Real,C++,0.14,5045,1574156,107177,2500000,30
CMT Real,C++,0.14,11,284221,19413.3,2500000,30
CMT Real,C++,0.14,43,392252,26747.6,2500000,30
CMT Real,C++,0.14,30,356486,24351.5,2500000,30
CMT Real,C++,0.14,1757,1417255,96559.3,2500000,30
CMT Real,C++,0.15,10651,1755051,119395,2500000,30
CMT Real,C++,0.15,22,386322,26356.5,2500000,30
CMT Real,C++,0.15,118,520722,35566.1,2500000,30
CMT Real,C++,0.15,67,465331,31771.7,2500000,30
CMT Real,C++,0.15,3990,1600856,108997,2500000,30
CMT Real,C++,0.16,18941,1896949,128876,2500000,30
CMT Real,C++,0.16,45,487238,33199.9,2500000,30
CMT Real,C++,0.16,246,656213,44718.8,2500000,30
CMT Real,C++,0.16,121,575145,39239.3,2500000,30
CMT Real,C++,0.16,7659,1749529,118984,2500000,30
CMT Real,C++,0.17,31922,2019357,137112,2500000,30
CMT Real,C++,0.17,87,599225,40815.5,2500000,30
CMT Real,C++,0.17,507,795971,54277.8,2500000,30
CMT Real,C++,0.17,232,706075,48168.7,2500000,30
CMT Real,C++,0.17,13985,1882444,127988,2500000,30
CMT Real,C++,0,1,18,0.5,30000,10
CMT Real,C++,0,1,14,0.378,30000,10
CMT Real,C++,0,1,15,0.409,30000,10
CMT Real,C++,0,1,14,0.371,30000,10
CMT Real,C++,0,1,14,0.372,30000,10
CMT Real,C++,0.05,2,24,0.659,30000,10
CMT Real,C++,0.05,3,121,3.296,30000,10
CMT Real,C++,0.05,1,54,1.476,30000,10
CMT Real,C++,0.05,2,46,1.244,30000,10
CMT Real,C++,0.05,1,71,1.91,30000,10
CMT Real,C++,0.06,2,24,0.652,30000,10
CMT Real,C++,0.06,3,121,3.255,30000,10
CMT Real,C++,0.06,1,54,1.455,30000,10
CMT Real,C++,0.06,2,46,1.238,30000,10
CMT Real,C++,0.06,1,71,1.925,30000,10
CMT Real,C++,0.07,4,88,2.429,30000,10
CMT Real,C++,0.07,6,280,7.618,30000,10
CMT Real,C++,0.07,1,149,4.042,30000,10
CMT Real,C++,0.07,3,153,4.174,30000,10
CMT Real,C++,0.07,1,152,4.149,30000,10
CMT Real,C++,0.08,4,88,2.41,30000,10
CMT Real,C++,0.08,6,280,7.596,30000,10
CMT Real,C++,0.08,1,149,4.037,30000,10
CMT Real,C++,0.08,3,153,4.165,30000,10
CMT Real,C++,0.08,1,152,4.144,30000,10
CMT Real,C++,0.09,13,235,6.995,30000,10
CMT Real,C++,0.09,20,551,15.087,30000,10
CMT Real,C++,0.09,4,231,6.3,30000,10
CMT Real,C++,0.09,4,318,8.737,30000,10
CMT Real,C++,0.09,9,447,12.286,30000,10
CMT Real,C++,0.1,13,235,6.517,30000,10
CMT Real,C++,0.1,20,551,15.093,30000,10
CMT Real,C++,0.1,4,231,6.296,30000,10
CMT Real,C++,0.1,4,318,8.687,30000,10
CMT Real,C++,0.1,9,447,12.229,30000,10
CMT Real,C++,0.11,13,235,6.485,30000,10
CMT Real,C++,0.11,20,551,15.032,30000,10
CMT Real,C++,0.11,4,231,6.301,30000,10
CMT Real,C++,0.11,4,318,8.688,30000,10
CMT Real,C++,0.11,9,447,12.197,30000,10
CMT Real,C++,0.12,30,481,13.364,30000,10
CMT Real,C++,0.12,40,869,23.97,30000,10
CMT Real,C++,0.12,9,488,13.389,30000,10
CMT Real,C++,0.12,14,655,17.979,30000,10
CMT Real,C++,0.12,13,833,22.806,30000,10
CMT Real,C++,0.13,30,481,13.296,30000,10
CMT Real,C++,0.13,40,869,23.731,30000,10
CMT Real,C++,0.13,9,488,13.36,30000,10
CMT Real,C++,0.13,14,655,17.853,30000,10
CMT Real,C++,0.13,13,833,22.778,30000,10
CMT Real,C++,0.14,86,755,21.024,30000,10
CMT Real,C++,0.14,77,1421,39.043,30000,10
CMT Real,C++,0.14,24,773,21.326,30000,10
CMT Real,C++,0.14,21,880,24.354,30000,10
CMT Real,C++,0.14,57,1234,34.239,30000,10
CMT Real,C++,0.15,86,755,21.207,30000,10
CMT Real,C++,0.15,77,1421,39.384,30000,10
CMT Real,C++,0.15,24,773,21.327,30000,10
CMT Real,C++,0.15,21,880,24.258,30000,10
CMT Real,C++,0.15,57,1234,33.861,30000,10
CMT Real,C++,0.16,151,1229,34.394,30000,10
CMT Real,C++,0.16,143,2043,56.309,30000,10
CMT Real,C++,0.16,56,1382,37.963,30000,10
CMT Real,C++,0.16,46,1422,39.332,30000,10
CMT Real,C++,0.16,99,1643,45.582,30000,10
CMT Real,C++,0.17,151,1229,34.494,30000,10
CMT Real,C++,0.17,143,2043,56.624,30000,10
CMT Real,C++,0.17,56,1382,38.276,30000,10
CMT Real,C++,0.17,46,1422,39.303,30000,10
CMT Real,C++,0.17,99,1643,45.427,30000,10
CMT Real,C++,0,1,14,0.576,30000,15
CMT Real,C++,0,1,15,0.6,30000,15
CMT Real,C++,0,1,15,0.606,30000,15
CMT Real,C++,0,1,15,0.604,30000,15
CMT Real,C++,0,1,15,0.603,30000,15
CMT Real,C++,0.05,1,23,0.917,30000,15
CMT Real,C++,0.05,1,131,5.275,30000,15
CMT Real,C++,0.05,1,204,8.237,30000,15
CMT Real,C++,0.05,2,186,7.52,30000,15
CMT Real,C++,0.05,1,116,4.707,30000,15
CMT Real,C++,0.06,1,30,1.209,30000,15
CMT Real,C++,0.06,1,190,7.636,30000,15
CMT Real,C++,0.06,1,295,11.951,30000,15
CMT Real,C++,0.06,3,345,13.981,30000,15
CMT Real,C++,0.06,1,155,6.26,30000,15
CMT Real,C++,0.07,2,149,6.079,30000,15
CMT Real,C++,0.07,1,243,9.865,30000,15
CMT Real,C++,0.07,1,413,16.739,30000,15
CMT Real,C++,0.07,3,445,18.026,30000,15
CMT Real,C++,0.07,2,248,10.122,30000,15
CMT Real,C++,0.08,4,364,14.875,30000,15
CMT Real,C++,0.08,1,333,13.504,30000,15
CMT Real,C++,0.08,1,547,22.288,30000,15
CMT Real,C++,0.08,4,666,27.099,30000,15
CMT Real,C++,0.08,2,692,28.261,30000,15
CMT Real,C++,0.09,4,508,20.777,30000,15
CMT Real,C++,0.09,1,510,20.716,30000,15
CMT Real,C++,0.09,2,787,32.091,30000,15
CMT Real,C++,0.09,6,922,37.444,30000,15
CMT Real,C++,0.09,3,1044,42.591,30000,15
CMT Real,C++,0.1,4,884,36.153,30000,15
CMT Real,C++,0.1,1,820,33.358,30000,15
CMT Real,C++,0.1,4,963,39.246,30000,15
CMT Real,C++,0.1,6,1630,66.48,30000,15
CMT Real,C++,0.1,5,1507,61.68,30000,15
CMT Real,C++,0.11,6,1163,47.688,30000,15
CMT Real,C++,0.11,1,984,40.092,30000,15
CMT Real,C++,0.11,6,1266,51.704,30000,15
CMT Real,C++,0.11,7,1933,78.944,30000,15
CMT Real,C++,0.11,5,1807,73.96,30000,15
CMT Real,C++,0.12,12,1597,66.761,30000,15
CMT Real,C++,0.12,1,1567,64.211,30000,15
CMT Real,C++,0.12,7,1488,61.059,30000,15
CMT Real,C++,0.12,12,2561,105.177,30000,15
CMT Real,C++,0.12,8,2370,97.107,30000,15
CMT Real,C++,0.13,15,1863,76.404,30000,15
CMT Real,C++,0.13,1,1880,77.009,30000,15
CMT Real,C++,0.13,10,2022,82.748,30000,15
CMT Real,C++,0.13,12,2979,121.76,30000,15
CMT Real,C++,0.13,12,2743,112.36,30000,15
CMT Real,C++,0.14,26,2370,97.662,30000,15
CMT Real,C++,0.14,3,2601,106.204,30000,15
CMT Real,C++,0.14,12,2631,107.45,30000,15
CMT Real,C++,0.14,17,3935,161.205,30000,15
CMT Real,C++,0.14,19,3477,142.304,30000,15
CMT Real,C++,0.15,34,2775,113.889,30000,15
CMT Real,C++,0.15,5,3035,123.931,30000,15
CMT Real,C++,0.15,23,3727,152.118,30000,15
CMT Real,C++,0.15,25,4457,181.95,30000,15
CMT Real,C++,0.15,25,4045,165.915,30000,15
CMT Real,C++,0.16,53,3744,153.577,30000,15
CMT Real,C++,0.16,5,3846,157.301,30000,15
CMT Real,C++,0.16,27,4239,172.846,30000,15
CMT Real,C++,0.16,35,5349,218.498,30000,15
CMT Real,C++,0.16,44,5033,205.865,30000,15
CMT Real,C++,0.17,69,4138,169.549,30000,15
CMT Real,C++,0.17,6,4298,175.663,30000,15
CMT Real,C++,0.17,40,5430,221.69,30000,15
CMT Real,C++,0.17,41,6003,245.027,30000,15
CMT Real,C++,0.17,61,5665,231.957,30000,15
CMT Real,C++,0,1,14,0.775,30000,20
CMT Real,C++,0,1,11,0.595,30000,20
CMT Real,C++,0,1,15,0.811,30000,20
CMT Real,C++,0,1,14,0.749,30000,20
CMT Real,C++,0,1,14,0.753,30000,20
CMT Real,C++,0.05,1,250,13.59,30000,20
CMT Real,C++,0.05,1,77,4.151,30000,20
CMT Real,C++,0.05,1,373,20.265,30000,20
CMT Real,C++,0.05,1,139,7.581,30000,20
CMT Real,C++,0.05,1,54,2.928,30000,20
CMT Real,C++,0.06,1,568,30.987,30000,20
CMT Real,C++,0.06,1,109,5.962,30000,20
CMT Real,C++,0.06,1,762,41.564,30000,20
CMT Real,C++,0.06,1,246,13.381,30000,20
CMT Real,C++,0.06,1,145,7.886,30000,20
CMT Real,C++,0.07,1,923,50.238,30000,20
CMT Real,C++,0.07,1,156,8.477,30000,20
CMT Real,C++,0.07,1,1197,65.252,30000,20
CMT Real,C++,0.07,1,494,26.88,30000,20
CMT Real,C++,0.07,1,185,10.026,30000,20
CMT Real,C++,0.08,1,1440,78.663,30000,20
CMT Real,C++,0.08,1,214,11.66,30000,20
CMT Real,C++,0.08,1,1851,101.146,30000,20
CMT Real,C++,0.08,1,855,46.778,30000,20
CMT Real,C++,0.08,1,271,14.753,30000,20
CMT Real,C++,0.09,1,2045,111.645,30000,20
CMT Real,C++,0.09,1,305,16.675,30000,20
CMT Real,C++,0.09,1,2591,141.629,30000,20
CMT Real,C++,0.09,2,1647,89.798,30000,20
CMT Real,C++,0.09,1,352,19.141,30000,20
CMT Real,C++,0.1,1,2696,147.2,30000,20
CMT Real,C++,0.1,1,397,21.666,30000,20
CMT Real,C++,0.1,1,3454,188.56,30000,20
CMT Real,C++,0.1,2,2242,122.35,30000,20
CMT Real,C++,0.1,1,432,23.536,30000,20
CMT Real,C++,0.11,1,3480,189.854,30000,20
CMT Real,C++,0.11,1,484,26.265,30000,20
CMT Real,C++,0.11,1,3855,209.136,30000,20
CMT Real,C++,0.11,2,2612,141.792,30000,20
CMT Real,C++,0.11,1,558,30.226,30000,20
CMT Real,C++,0.12,1,4631,251.13,30000,20
CMT Real,C++,0.12,1,729,39.492,30000,20
CMT Real,C++,0.12,1,4903,265.927,30000,20
CMT Real,C++,0.12,2,3789,205.456,30000,20
CMT Real,C++,0.12,1,665,36.008,30000,20
CMT Real,C++,0.13,1,5899,319.683,30000,20
CMT Real,C++,0.13,1,1322,71.656,30000,20
CMT Real,C++,0.13,1,6184,335.073,30000,20
CMT Real,C++,0.13,5,4956,268.798,30000,20
CMT Real,C++,0.13,1,782,42.45,30000,20
CMT Real,C++,0.14,1,7182,388.759,30000,20
CMT Real,C++,0.14,1,1806,97.89,30000,20
CMT Real,C++,0.14,1,7406,401.047,30000,20
CMT Real,C++,0.14,7,6558,355.345,30000,20
CMT Real,C++,0.14,1,949,51.375,30000,20
CMT Real,C++,0.15,2,8852,482.016,30000,20
CMT Real,C++,0.15,1,2420,131.106,30000,20
CMT Real,C++,0.15,3,8726,471.157,30000,20
CMT Real,C++,0.15,12,8182,444.62,30000,20
CMT Real,C++,0.15,1,1366,73.706,30000,20
CMT Real,C++,0.16,3,10800,582.199,30000,20
CMT Real,C++,0.16,1,3011,162.776,30000,20
CMT Real,C++,0.16,4,10823,583.093,30000,20
CMT Real,C++,0.16,16,9663,521.781,30000,20
CMT Real,C++,0.16,1,2028,109.569,30000,20
CMT Real,C++,0.17,8,12539,676.133,30000,20
CMT Real,C++,0.17,1,3897,210.652,30000,20
CMT Real,C++,0.17,8,13240,714.015,30000,20
CMT Real,C++,0.17,27,11255,607.312,30000,20
CMT Real,C++,0.17,1,2572,139.116,30000,20
CMT Real,C++,0,1,15,1.223,30000,30
CMT Real,C++,0,1,14,1.121,30000,30
CMT Real,C++,0,1,9,0.718,30000,30
CMT Real,C++,0,1,15,1.202,30000,30
CMT Real,C++,0,1,14,1.122,30000,30
CMT Real,C++,0.05,1,1540,125.29,30000,30
CMT Real,C++,0.05,1,215,17.421,30000,30
CMT Real,C++,0.05,1,236,19.114,30000,30
CMT Real,C++,0.05,1,548,44.348,30000,30
CMT Real,C++,0.05,1,334,27.222,30000,30
CMT Real,C++,0.06,1,2607,211.583,30000,30
CMT Real,C++,0.06,1,385,31.116,30000,30
CMT Real,C++,0.06,1,784,63.659,30000,30
CMT Real,C++,0.06,1,1164,94.381,30000,30
CMT Real,C++,0.06,1,736,60.854,30000,30
CMT Real,C++,0.07,1,5079,416.553,30000,30
CMT Real,C++,0.07,1,554,44.997,30000,30
CMT Real,C++,0.07,1,1331,108.324,30000,30
CMT Real,C++,0.07,1,1647,133.654,30000,30
CMT Real,C++,0.07,1,1383,112.394,30000,30
CMT Real,C++,0.08,1,8172,663.203,30000,30
CMT Real,C++,0.08,1,942,76.406,30000,30
CMT Real,C++,0.08,1,1861,150.898,30000,30
CMT Real,C++,0.08,1,2284,185.149,30000,30
CMT Real,C++,0.08,1,3314,269.489,30000,30
CMT Real,C++,0.09,2,10970,888.328,30000,30
CMT Real,C++,0.09,1,1926,156.038,30000,30
CMT Real,C++,0.09,1,2990,242.602,30000,30
CMT Real,C++,0.09,1,3163,256.404,30000,30
CMT Real,C++,0.09,2,5707,464.286,30000,30
CMT Real,C++,0.1,2,13345,1079.59,30000,30
CMT Real,C++,0.1,1,2807,227.584,30000,30
CMT Real,C++,0.1,1,4049,328.443,30000,30
CMT Real,C++,0.1,1,4088,331.418,30000,30
CMT Real,C++,0.1,2,8125,660.532,30000,30
CMT Real,C++,0.11,7,15717,1270.82,30000,30
CMT Real,C++,0.11,1,3753,304.178,30000,30
CMT Real,C++,0.11,1,5407,438.024,30000,30
CMT Real,C++,0.11,1,5235,424.098,30000,30
CMT Real,C++,0.11,2,10145,823.147,30000,30
CMT Real,C++,0.12,21,18645,1506.9,30000,30
CMT Real,C++,0.12,1,5475,443.346,30000,30
CMT Real,C++,0.12,1,7498,607.335,30000,30
CMT Real,C++,0.12,1,7127,576.892,30000,30
CMT Real,C++,0.12,2,12928,1049.36,30000,30
CMT Real,C++,0.13,35,20542,1655.64,30000,30
CMT Real,C++,0.13,1,6763,547.625,30000,30
CMT Real,C++,0.13,1,9187,742.805,30000,30
CMT Real,C++,0.13,1,8825,713.452,30000,30
CMT Real,C++,0.13,8,14725,1190,30000,30
CMT Real,C++,0.14,75,22138,1783.2,30000,30
CMT Real,C++,0.14,1,8288,670.191,30000,30
CMT Real,C++,0.14,2,11055,893.769,30000,30
CMT Real,C++,0.14,1,10694,864.313,30000,30
CMT Real,C++,0.14,15,16348,1319.41,30000,30
CMT Real,C++,0.15,146,23917,1926.27,30000,30
CMT Real,C++,0.15,1,10090,820.374,30000,30
CMT Real,C++,0.15,3,13232,1068.69,30000,30
CMT Real,C++,0.15,2,12796,1033.62,30000,30
CMT Real,C++,0.15,42,18438,1487.18,30000,30
CMT Real,C++,0.16,225,25220,2029.53,30000,30
CMT Real,C++,0.16,2,12199,984.583,30000,30
CMT Real,C++,0.16,3,15277,1233.49,30000,30
CMT Real,C++,0.16,3,14749,1189.97,30000,30
CMT Real,C++,0.16,99,21384,1724.57,30000,30
CMT Real,C++,0.17,383,26232,2111.48,30000,30
CMT Real,C++,0.17,3,14272,1150.1,30000,30
CMT Real,C++,0.17,5,17294,1393.21,30000,30
CMT Real,C++,0.17,3,16638,1344.07,30000,30
CMT Real,C++,0.17,175,23332,1880.7,30000,30
CMT Real,C++,0,1,20,0.56,400000,10
CMT Real,C++,0,1,19,0.516,400000,10
CMT Real,C++,0,1,20,0.555,400000,10
CMT Real,C++,0,1,19,0.517,400000,10
CMT Real,C++,0,1,19,0.514,400000,10
CMT Real,C++,0.05,14,128,3.579,400000,10
CMT Real,C++,0.05,29,238,6.696,400000,10
CMT Real,C++,0.05,4,97,2.663,400000,10
CMT Real,C++,0.05,5,150,4.127,400000,10
CMT Real,C++,0.05,3,60,1.646,400000,10
CMT Real,C++,0.06,14,128,3.504,400000,10
CMT Real,C++,0.06,29,238,6.52,400000,10
CMT Real,C++,0.06,4,97,2.635,400000,10
CMT Real,C++,0.06,5,150,4.068,400000,10
CMT Real,C++,0.06,3,60,1.636,400000,10
CMT Real,C++,0.07,44,373,10.381,400000,10
CMT Real,C++,0.07,81,745,20.864,400000,10
CMT Real,C++,0.07,17,396,11.04,400000,10
CMT Real,C++,0.07,16,454,12.612,400000,10
CMT Real,C++,0.07,10,265,7.417,400000,10
CMT Real,C++,0.08,44,373,10.332,400000,10
CMT Real,C++,0.08,81,745,20.642,400000,10
CMT Real,C++,0.08,17,396,10.872,400000,10
CMT Real,C++,0.08,16,454,12.468,400000,10
CMT Real,C++,0.08,10,265,7.361,400000,10
CMT Real,C++,0.09,170,1360,38.134,400000,10
CMT Real,C++,0.09,233,1947,54.337,400000,10
CMT Real,C++,0.09,37,863,23.986,400000,10
CMT Real,C++,0.09,41,975,27.178,400000,10
CMT Real,C++,0.09,64,1361,38.152,400000,10
CMT Real,C++,0.1,170,1360,38.211,400000,10
CMT Real,C++,0.1,233,1947,54.478,400000,10
CMT Real,C++,0.1,37,863,23.966,400000,10
CMT Real,C++,0.1,41,975,26.995,400000,10
CMT Real,C++,0.1,64,1361,37.818,400000,10
CMT Real,C++,0.11,170,1360,37.753,400000,10
CMT Real,C++,0.11,233,1947,53.992,400000,10
CMT Real,C++,0.11,37,863,23.821,400000,10
CMT Real,C++,0.11,41,975,26.991,400000,10
CMT Real,C++,0.11,64,1361,37.841,400000,10
CMT Real,C++,0.12,366,2779,78.025,400000,10
CMT Real,C++,0.12,466,3685,103.112,400000,10
CMT Real,C++,0.12,128,1984,55.278,400000,10
CMT Real,C++,0.12,159,2118,59.078,400000,10
CMT Real,C++,0.12,153,2543,71.196,400000,10
CMT Real,C++,0.13,366,2779,78.058,400000,10
CMT Real,C++,0.13,466,3685,103.284,400000,10
CMT Real,C++,0.13,128,1984,55.407,400000,10
CMT Real,C++,0.13,159,2118,59.175,400000,10
CMT Real,C++,0.13,153,2543,71.223,400000,10
CMT Real,C++,0.14,876,6294,176.676,400000,10
CMT Real,C++,0.14,1036,7276,203.961,400000,10
CMT Real,C++,0.14,277,3142,87.642,400000,10
CMT Real,C++,0.14,284,3312,92.491,400000,10
CMT Real,C++,0.14,492,4527,126.863,400000,10
CMT Real,C++,0.15,876,6294,176.685,400000,10
CMT Real,C++,0.15,1036,7276,203.732,400000,10
CMT Real,C++,0.15,277,3142,87.734,400000,10
CMT Real,C++,0.15,284,3312,92.363,400000,10
CMT Real,C++,0.15,492,4527,126.849,400000,10
CMT Real,C++,0.16,1550,8762,245.607,400000,10
CMT Real,C++,0.16,1861,11823,331.138,400000,10
CMT Real,C++,0.16,683,6142,171.9,400000,10
CMT Real,C++,0.16,668,6250,175.725,400000,10
CMT Real,C++,0.16,1001,8436,237.575,400000,10
CMT Real,C++,0.17,1550,8762,245.806,400000,10
CMT Real,C++,0.17,1861,11823,331.131,400000,10
CMT Real,C++,0.17,683,6142,171.458,400000,10
CMT Real,C++,0.17,668,6250,174.737,400000,10
CMT Real,C++,0.17,1001,8436,235.929,400000,10
CMT Real,C++,0,1,18,0.741,400000,15
CMT Real,C++,0,1,18,0.732,400000,15
CMT Real,C++,0,1,19,0.769,400000,15
CMT Real,C++,0,1,16,0.646,400000,15
CMT Real,C++,0,1,19,0.762,400000,15
CMT Real,C++,0.05,4,475,19.461,400000,15
CMT Real,C++,0.05,1,471,19.241,400000,15
CMT Real,C++,0.05,1,501,20.524,400000,15
CMT Real,C++,0.05,4,221,9.044,400000,15
CMT Real,C++,0.05,1,724,29.702,400000,15
CMT Real,C++,0.06,6,765,31.203,400000,15
CMT Real,C++,0.06,1,900,36.694,400000,15
CMT Real,C++,0.06,3,916,37.334,400000,15
CMT Real,C++,0.06,6,494,20.247,400000,15
CMT Real,C++,0.06,2,1327,54.43,400000,15
CMT Real,C++,0.07,12,1024,72.211,400000,15
CMT Real,C++,0.07,1,1194,49.033,400000,15
CMT Real,C++,0.07,4,1370,56.274,400000,15
CMT Real,C++,0.07,7,1475,60.733,400000,15
CMT Real,C++,0.07,4,1908,78.637,400000,15
CMT Real,C++,0.08,17,2869,120.269,400000,15
CMT Real,C++,0.08,1,1781,73.025,400000,15
