Model Name,Language,r,nFound,Call Counts,Time,N,len
CMT Real,C++,0.08,7,1826,74.863,400000,15
CMT Real,C++,0.08,15,2588,107.131,400000,15
CMT Real,C++,0.08,4,3712,152.772,400000,15
CMT Real,C++,0.09,25,4120,169.718,400000,15
CMT Real,C++,0.09,1,2117,86.957,400000,15
CMT Real,C++,0.09,13,3463,142.721,400000,15
CMT Real,C++,0.09,22,3698,152.302,400000,15
CMT Real,C++,0.09,10,4637,190.94,400000,15
CMT Real,C++,0.1,40,6357,264.189,400000,15
CMT Real,C++,0.1,2,3151,129.805,400000,15
CMT Real,C++,0.1,23,4671,192.239,400000,15
CMT Real,C++,0.1,31,6351,261.912,400000,15
CMT Real,C++,0.1,25,6728,277.263,400000,15
CMT Real,C++,0.11,61,8323,343.636,400000,15
CMT Real,C++,0.11,3,3829,157.579,400000,15
CMT Real,C++,0.11,45,8380,345.068,400000,15
CMT Real,C++,0.11,39,7795,321.109,400000,15
CMT Real,C++,0.11,38,9135,376.315,400000,15
CMT Real,C++,0.12,113,13286,549.807,400000,15
CMT Real,C++,0.12,4,6813,280.31,400000,15
CMT Real,C++,0.12,53,10528,433.276,400000,15
CMT Real,C++,0.12,80,10871,446.798,400000,15
CMT Real,C++,0.12,84,13717,564.512,400000,15
CMT Real,C++,0.13,162,15657,647.114,400000,15
CMT Real,C++,0.13,5,9043,371.555,400000,15
CMT Real,C++,0.13,77,15001,617.089,400000,15
CMT Real,C++,0.13,106,15703,645.671,400000,15
CMT Real,C++,0.13,143,16869,693.819,400000,15
CMT Real,C++,0.14,276,21417,883.058,400000,15
CMT Real,C++,0.14,15,12641,519.49,400000,15
CMT Real,C++,0.14,104,17684,727.559,400000,15
CMT Real,C++,0.14,169,22895,942.241,400000,15
CMT Real,C++,0.14,255,23546,967.657,400000,15
CMT Real,C++,0.15,375,24746,1017.38,400000,15
CMT Real,C++,0.15,27,15269,626.881,400000,15
CMT Real,C++,0.15,176,24016,987.352,400000,15
CMT Real,C++,0.15,241,26902,1104.47,400000,15
CMT Real,C++,0.15,345,27498,1129.65,400000,15
CMT Real,C++,0.16,606,32275,1328.57,400000,15
CMT Real,C++,0.16,43,22507,923.31,400000,15
CMT Real,C++,0.16,253,27641,1134.26,400000,15
CMT Real,C++,0.16,399,36929,1514.1,400000,15
CMT Real,C++,0.16,576,35647,1462.78,400000,15
CMT Real,C++,0.17,817,38045,1561.38,400000,15
CMT Real,C++,0.17,57,25611,1050.24,400000,15
CMT Real,C++,0.17,438,35642,1462.71,400000,15
CMT Real,C++,0.17,521,42296,1736.53,400000,15
CMT Real,C++,0.17,761,40222,1663.02,400000,15
CMT Real,C++,0,1,19,0.998,400000,20
CMT Real,C++,0,1,19,0.982,400000,20
CMT Real,C++,0,1,18,0.928,400000,20
CMT Real,C++,0,1,18,0.926,400000,20
CMT Real,C++,0,1,16,0.839,400000,20
CMT Real,C++,0.05,1,781,41.528,400000,20
CMT Real,C++,0.05,1,370,19.466,400000,20
CMT Real,C++,0.05,1,1240,66.245,400000,20
CMT Real,C++,0.05,2,651,35.093,400000,20
CMT Real,C++,0.05,1,100,5.435,400000,20
CMT Real,C++,0.06,1,1466,79.727,400000,20
CMT Real,C++,0.06,1,695,37.129,400000,20
CMT Real,C++,0.06,1,2125,113.65,400000,20
CMT Real,C++,0.06,2,941,50.709,400000,20
CMT Real,C++,0.06,1,338,18.014,400000,20
CMT Real,C++,0.07,1,2432,130.791,400000,20
CMT Real,C++,0.07,1,942,50.533,400000,20
CMT Real,C++,0.07,1,3577,194.978,400000,20
CMT Real,C++,0.07,2,1675,91.662,400000,20
CMT Real,C++,0.07,1,461,25.002,400000,20
CMT Real,C++,0.08,1,3867,207.947,400000,20
CMT Real,C++,0.08,1,1881,101.336,400000,20
CMT Real,C++,0.08,1,8165,437.539,400000,20
CMT Real,C++,0.08,3,3098,166.53,400000,20
CMT Real,C++,0.08,1,682,36.423,400000,20
CMT Real,C++,0.09,1,7214,388.313,400000,20
CMT Real,C++,0.09,1,2934,156.418,400000,20
CMT Real,C++,0.09,1,12593,673.565,400000,20
CMT Real,C++,0.09,5,8342,445.969,400000,20
CMT Real,C++,0.09,1,908,48.455,400000,20
CMT Real,C++,0.1,1,11213,598.179,400000,20
CMT Real,C++,0.1,1,3907,207.882,400000,20
CMT Real,C++,0.1,1,19404,1036.58,400000,20
CMT Real,C++,0.1,8,12715,682.527,400000,20
CMT Real,C++,0.1,1,1578,84.142,400000,20
CMT Real,C++,0.11,1,15436,823.037,400000,20
CMT Real,C++,0.11,1,5439,289.869,400000,20
CMT Real,C++,0.11,1,23221,1239.87,400000,20
CMT Real,C++,0.11,12,14919,855.56,400000,20
CMT Real,C++,0.11,1,2155,114.61,400000,20
CMT Real,C++,0.12,2,29072,1555.03,400000,20
CMT Real,C++,0.12,1,7930,426.972,400000,20
CMT Real,C++,0.12,5,32199,1725.27,400000,20
CMT Real,C++,0.12,25,20868,1123.08,400000,20
CMT Real,C++,0.12,1,2884,154.215,400000,20
CMT Real,C++,0.13,2,39831,2125.08,400000,20
CMT Real,C++,0.13,1,10541,562.954,400000,20
CMT Real,C++,0.13,8,43142,2307.12,400000,20
CMT Real,C++,0.13,42,28492,1535.85,400000,20
CMT Real,C++,0.13,1,4497,239.405,400000,20
CMT Real,C++,0.14,4,52064,2772.25,400000,20
CMT Real,C++,0.14,1,13758,729.434,400000,20
CMT Real,C++,0.14,15,55623,2945.14,400000,20
CMT Real,C++,0.14,83,36957,1971.9,400000,20
CMT Real,C++,0.14,1,6486,345.082,400000,20
CMT Real,C++,0.15,11,66338,3581.45,400000,20
CMT Real,C++,0.15,1,18155,965.75,400000,20
CMT Real,C++,0.15,36,70979,3787.47,400000,20
CMT Real,C++,0.15,145,47549,2550.57,400000,20
CMT Real,C++,0.15,1,8507,453.821,400000,20
CMT Real,C++,0.16,34,82014,4374.97,400000,20
CMT Real,C++,0.16,2,23468,1248.88,400000,20
CMT Real,C++,0.16,64,88643,4709.57,400000,20
CMT Real,C++,0.16,248,69978,3749.85,400000,20
CMT Real,C++,0.16,1,11135,595.934,400000,20
CMT Real,C++,0.17,69,100402,5349.02,400000,20
CMT Real,C++,0.17,2,29700,1582.87,400000,20
CMT Real,C++,0.17,112,110245,5857.17,400000,20
CMT Real,C++,0.17,416,87623,4693.27,400000,20
CMT Real,C++,0.17,1,14005,745.898,400000,20
CMT Real,C++,0,1,19,1.454,400000,30
CMT Real,C++,0,1,18,1.368,400000,30
CMT Real,C++,0,1,14,1.069,400000,30
CMT Real,C++,0,1,19,1.446,400000,30
CMT Real,C++,0,1,17,1.29,400000,30
CMT Real,C++,0.05,1,7263,561.595,400000,30
CMT Real,C++,0.05,1,1121,85.894,400000,30
CMT Real,C++,0.05,1,942,73.05,400000,30
CMT Real,C++,0.05,1,1237,94.901,400000,30
CMT Real,C++,0.05,1,11156,859.829,400000,30
CMT Real,C++,0.06,1,18452,1422.84,400000,30
CMT Real,C++,0.06,1,3042,232.654,400000,30
CMT Real,C++,0.06,1,2683,206.418,400000,30
CMT Real,C++,0.06,1,2980,230.346,400000,30
CMT Real,C++,0.06,1,24982,1928.15,400000,30
CMT Real,C++,0.07,2,29135,2260.98,400000,30
CMT Real,C++,0.07,1,5198,401.988,400000,30
CMT Real,C++,0.07,1,5036,396.788,400000,30
CMT Real,C++,0.07,1,4589,356.357,400000,30
CMT Real,C++,0.07,1,41728,3233.58,400000,30
CMT Real,C++,0.08,5,40742,3183,400000,30
CMT Real,C++,0.08,1,8241,636.79,400000,30
CMT Real,C++,0.08,1,9779,756.655,400000,30
CMT Real,C++,0.08,1,9027,696.558,400000,30
CMT Real,C++,0.08,2,72471,5569.29,400000,30
CMT Real,C++,0.09,11,56863,4487.93,400000,30
CMT Real,C++,0.09,1,12216,952.321,400000,30
CMT Real,C++,0.09,1,16320,1259.82,400000,30
CMT Real,C++,0.09,1,14562,1124.39,400000,30
CMT Real,C++,0.09,4,104469,8073.15,400000,30
CMT Real,C++,0.1,23,76232,5878.86,400000,30
CMT Real,C++,0.1,1,17938,1378.98,400000,30
CMT Real,C++,0.1,1,23884,1841.11,400000,30
CMT Real,C++,0.1,1,21483,1666.15,400000,30
CMT Real,C++,0.1,8,135473,10419.2,400000,30
CMT Real,C++,0.11,56,102840,7917.09,400000,30
CMT Real,C++,0.11,1,25263,1962.82,400000,30
CMT Real,C++,0.11,1,33452,2590.21,400000,30
CMT Real,C++,0.11,1,29434,2270.69,400000,30
CMT Real,C++,0.11,17,166631,12837.4,400000,30
CMT Real,C++,0.12,168,165178,12765.4,400000,30
CMT Real,C++,0.12,1,41258,3179.33,400000,30
CMT Real,C++,0.12,2,50099,3857.43,400000,30
CMT Real,C++,0.12,1,45095,3479.67,400000,30
CMT Real,C++,0.12,48,207903,15984.1,400000,30
CMT Real,C++,0.13,373,197323,15198.9,400000,30
CMT Real,C++,0.13,1,53395,4112.48,400000,30
CMT Real,C++,0.13,2,64113,4968.54,400000,30
CMT Real,C++,0.13,3,64225,4961.2,400000,30
CMT Real,C++,0.13,119,237604,18272.4,400000,30
CMT Real,C++,0.14,788,225326,17337.3,400000,30
CMT Real,C++,0.14,3,68071,5237.94,400000,30
CMT Real,C++,0.14,7,79715,6145.97,400000,30
CMT Real,C++,0.14,6,83181,6457.14,400000,30
CMT Real,C++,0.14,276,264664,20390.8,400000,30
CMT Real,C++,0.15,1728,264090,20351.2,400000,30
CMT Real,C++,0.15,5,89104,6850.19,400000,30
CMT Real,C++,0.15,17,99622,7663.33,400000,30
CMT Real,C++,0.15,12,104918,8144.34,400000,30
CMT Real,C++,0.15,631,293128,22534,400000,30
CMT Real,C++,0.16,3007,293171,22477.3,400000,30
CMT Real,C++,0.16,8,111328,8561.5,400000,30
CMT Real,C++,0.16,41,124569,9587.25,400000,30
CMT Real,C++,0.16,17,126483,9721.82,400000,30
CMT Real,C++,0.16,1255,314878,24132.1,400000,30
CMT Real,C++,0.17,5090,316045,24272.4,400000,30
CMT Real,C++,0.17,11,135146,10383.3,400000,30
CMT Real,C++,0.17,74,157842,12105,400000,30
CMT Real,C++,0.17,35,153468,11777.8,400000,30
CMT Real,C++,0.17,2234,332952,25524.6,400000,30
CMT Real,C++,0,1,14,0.388,5000,10
CMT Real,C++,0,1,10,0.263,5000,10
CMT Real,C++,0,1,11,0.291,5000,10
CMT Real,C++,0,1,12,0.322,5000,10
CMT Real,C++,0,1,12,0.319,5000,10
CMT Real,C++,0.05,1,22,0.601,5000,10
CMT Real,C++,0.05,1,45,1.206,5000,10
CMT Real,C++,0.05,1,36,0.969,5000,10
CMT Real,C++,0.05,2,41,1.106,5000,10
CMT Real,C++,0.05,1,41,1.125,5000,10
CMT Real,C++,0.06,1,22,0.605,5000,10
CMT Real,C++,0.06,1,45,1.206,5000,10
CMT Real,C++,0.06,1,36,0.967,5000,10
CMT Real,C++,0.06,2,41,1.099,5000,10
CMT Real,C++,0.06,1,41,1.107,5000,10
CMT Real,C++,0.07,1,59,1.608,5000,10
CMT Real,C++,0.07,2,95,2.578,5000,10
CMT Real,C++,0.07,1,70,1.889,5000,10
CMT Real,C++,0.07,2,108,2.912,5000,10
CMT Real,C++,0.07,1,55,1.497,5000,10
CMT Real,C++,0.08,1,59,1.607,5000,10
CMT Real,C++,0.08,2,95,2.574,5000,10
CMT Real,C++,0.08,1,70,1.894,5000,10
CMT Real,C++,0.08,2,108,2.915,5000,10
CMT Real,C++,0.08,1,55,1.499,5000,10
CMT Real,C++,0.09,1,111,3.012,5000,10
CMT Real,C++,0.09,5,147,4.016,5000,10
CMT Real,C++,0.09,1,105,2.877,5000,10
CMT Real,C++,0.09,2,168,4.527,5000,10
CMT Real,C++,0.09,2,111,3.04,5000,10
CMT Real,C++,0.1,1,111,3.031,5000,10
CMT Real,C++,0.1,5,147,4.012,5000,10
CMT Real,C++,0.1,1,105,2.841,5000,10
CMT Real,C++,0.1,2,168,4.551,5000,10
CMT Real,C++,0.1,2,111,3.039,5000,10
CMT Real,C++,0.11,1,111,3.018,5000,10
CMT Real,C++,0.11,5,147,3.993,5000,10
CMT Real,C++,0.11,1,105,2.847,5000,10
CMT Real,C++,0.11,2,168,4.526,5000,10
CMT Real,C++,0.11,2,111,3.033,5000,10
CMT Real,C++,0.12,4,166,4.547,5000,10
CMT Real,C++,0.12,12,224,6.217,5000,10
CMT Real,C++,0.12,3,142,3.893,5000,10
CMT Real,C++,0.12,3,258,7.008,5000,10
CMT Real,C++,0.12,2,152,4.159,5000,10
CMT Real,C++,0.13,4,166,4.544,5000,10
CMT Real,C++,0.13,12,224,6.107,5000,10
CMT Real,C++,0.13,3,142,3.887,5000,10
CMT Real,C++,0.13,3,258,7.022,5000,10
CMT Real,C++,0.13,2,152,4.165,5000,10
CMT Real,C++,0.14,11,274,7.543,5000,10
CMT Real,C++,0.14,16,336,9.222,5000,10
CMT Real,C++,0.14,5,219,5.951,5000,10
CMT Real,C++,0.14,4,335,9.178,5000,10
CMT Real,C++,0.14,7,261,7.217,5000,10
CMT Real,C++,0.15,11,274,7.538,5000,10
CMT Real,C++,0.15,16,336,9.228,5000,10
CMT Real,C++,0.15,5,219,5.995,5000,10
CMT Real,C++,0.15,4,335,9.171,5000,10
CMT Real,C++,0.15,7,261,7.217,5000,10
CMT Real,C++,0.16,27,398,11.031,5000,10
CMT Real,C++,0.16,26,564,15.546,5000,10
CMT Real,C++,0.16,13,466,12.721,5000,10
CMT Real,C++,0.16,7,445,12.146,5000,10
CMT Real,C++,0.16,16,411,11.334,5000,10
CMT Real,C++,0.17,27,398,11.016,5000,10
CMT Real,C++,0.17,26,564,15.546,5000,10
CMT Real,C++,0.17,13,466,12.768,5000,10
CMT Real,C++,0.17,7,445,12.134,5000,10
CMT Real,C++,0.17,16,411,11.378,5000,10
CMT Real,C++,0,1,11,0.443,5000,15
CMT Real,C++,0,1,11,0.44,5000,15
CMT Real,C++,0,1,11,0.436,5000,15
CMT Real,C++,0,1,11,0.435,5000,15
CMT Real,C++,0,1,11,0.443,5000,15
CMT Real,C++,0.05,1,26,1.035,5000,15
CMT Real,C++,0.05,1,47,1.878,5000,15
CMT Real,C++,0.05,1,83,3.335,5000,15
CMT Real,C++,0.05,1,31,1.237,5000,15
CMT Real,C++,0.05,1,74,2.989,5000,15
CMT Real,C++,0.06,1,104,4.176,5000,15
CMT Real,C++,0.06,1,64,2.57,5000,15
CMT Real,C++,0.06,1,99,3.976,5000,15
CMT Real,C++,0.06,2,88,3.531,5000,15
CMT Real,C++,0.06,1,97,3.902,5000,15
CMT Real,C++,0.07,1,142,5.69,5000,15
CMT Real,C++,0.07,1,77,3.101,5000,15
CMT Real,C++,0.07,1,127,5.125,5000,15
CMT Real,C++,0.07,2,103,4.146,5000,15
CMT Real,C++,0.07,1,141,5.713,5000,15
CMT Real,C++,0.08,1,215,8.656,5000,15
CMT Real,C++,0.08,1,113,4.574,5000,15
CMT Real,C++,0.08,1,225,9.102,5000,15
CMT Real,C++,0.08,2,152,6.135,5000,15
CMT Real,C++,0.08,1,191,7.714,5000,15
CMT Real,C++,0.09,1,261,10.508,5000,15
CMT Real,C++,0.09,1,132,5.333,5000,15
CMT Real,C++,0.09,1,321,12.986,5000,15
CMT Real,C++,0.09,2,192,7.766,5000,15
CMT Real,C++,0.09,1,242,9.767,5000,15
CMT Real,C++,0.1,1,383,15.449,5000,15
CMT Real,C++,0.1,1,241,9.813,5000,15
CMT Real,C++,0.1,1,395,15.971,5000,15
CMT Real,C++,0.1,2,413,16.786,5000,15
CMT Real,C++,0.1,2,359,14.541,5000,15
CMT Real,C++,0.11,1,436,17.665,5000,15
CMT Real,C++,0.11,1,268,10.873,5000,15
CMT Real,C++,0.11,1,542,21.974,5000,15
CMT Real,C++,0.11,2,476,19.35,5000,15
CMT Real,C++,0.11,2,459,18.574,5000,15
CMT Real,C++,0.12,2,584,23.586,5000,15
CMT Real,C++,0.12,1,410,16.593,5000,15
CMT Real,C++,0.12,1,614,24.862,5000,15
CMT Real,C++,0.12,3,613,24.854,5000,15
CMT Real,C++,0.12,2,627,25.39,5000,15
CMT Real,C++,0.13,2,651,26.338,5000,15
CMT Real,C++,0.13,1,467,18.883,5000,15
CMT Real,C++,0.13,1,807,32.72,5000,15
CMT Real,C++,0.13,3,704,28.543,5000,15
CMT Real,C++,0.13,3,723,29.326,5000,15
CMT Real,C++,0.14,3,804,32.59,5000,15
CMT Real,C++,0.14,1,670,27.191,5000,15
CMT Real,C++,0.14,1,881,35.653,5000,15
CMT Real,C++,0.14,3,869,35.163,5000,15
CMT Real,C++,0.14,4,913,37.02,5000,15
CMT Real,C++,0.15,4,890,36.046,5000,15
CMT Real,C++,0.15,1,761,30.761,5000,15
CMT Real,C++,0.15,4,1123,45.505,5000,15
CMT Real,C++,0.15,4,946,38.393,5000,15
CMT Real,C++,0.15,4,1067,43.355,5000,15
CMT Real,C++,0.16,8,1060,43.01,5000,15
CMT Real,C++,0.16,1,955,38.727,5000,15
CMT Real,C++,0.16,4,1234,50.826,5000,15
CMT Real,C++,0.16,5,1236,50.051,5000,15
CMT Real,C++,0.16,5,1311,53.141,5000,15
CMT Real,C++,0.17,9,1165,47.406,5000,15
CMT Real,C++,0.17,2,1053,42.574,5000,15
CMT Real,C++,0.17,4,1487,60.046,5000,15
CMT Real,C++,0.17,5,1366,55.262,5000,15
CMT Real,C++,0.17,8,1416,57.271,5000,15
CMT Real,C++,0,1,12,0.651,5000,20
CMT Real,C++,0,1,12,0.645,5000,20
CMT Real,C++,0,1,12,0.639,5000,20
CMT Real,C++,0,1,12,0.633,5000,20
CMT Real,C++,0,1,6,0.32,5000,20
CMT Real,C++,0.05,1,145,7.768,5000,20
CMT Real,C++,0.05,1,67,3.578,5000,20
CMT Real,C++,0.05,1,44,2.374,5000,20
CMT Real,C++,0.05,1,77,4.124,5000,20
CMT Real,C++,0.05,1,6,0.319,5000,20
CMT Real,C++,0.06,1,223,12.028,5000,20
CMT Real,C++,0.06,1,84,4.497,5000,20
CMT Real,C++,0.06,1,79,4.262,5000,20
CMT Real,C++,0.06,1,181,9.768,5000,20
CMT Real,C++,0.06,1,6,0.318,5000,20
CMT Real,C++,0.07,1,327,17.649,5000,20
CMT Real,C++,0.07,1,104,5.599,5000,20
CMT Real,C++,0.07,1,154,8.278,5000,20
CMT Real,C++,0.07,1,257,13.834,5000,20
CMT Real,C++,0.07,1,6,0.318,5000,20
CMT Real,C++,0.08,1,449,24.287,5000,20
CMT Real,C++,0.08,1,145,7.844,5000,20
CMT Real,C++,0.08,1,354,19.112,5000,20
CMT Real,C++,0.08,1,318,17.124,5000,20
CMT Real,C++,0.08,1,26,1.389,5000,20
CMT Real,C++,0.09,1,588,31.69,5000,20
CMT Real,C++,0.09,1,176,9.482,5000,20
CMT Real,C++,0.09,1,718,38.606,5000,20
CMT Real,C++,0.09,1,601,32.317,5000,20
CMT Real,C++,0.09,1,50,2.718,5000,20
CMT Real,C++,0.1,1,710,38.624,5000,20
CMT Real,C++,0.1,1,229,12.543,5000,20
CMT Real,C++,0.1,1,932,50.224,5000,20
CMT Real,C++,0.1,1,757,40.746,5000,20
CMT Real,C++,0.1,1,73,3.933,5000,20
CMT Real,C++,0.11,1,910,48.913,5000,20
CMT Real,C++,0.11,1,258,13.899,5000,20
CMT Real,C++,0.11,1,1078,58.025,5000,20
CMT Real,C++,0.11,1,834,44.768,5000,20
CMT Real,C++,0.11,1,90,4.851,5000,20
CMT Real,C++,0.12,1,1258,67.671,5000,20
CMT Real,C++,0.12,1,338,18.196,5000,20
CMT Real,C++,0.12,1,1361,73.278,5000,20
CMT Real,C++,0.12,1,1023,54.875,5000,20
CMT Real,C++,0.12,1,107,5.752,5000,20
CMT Real,C++,0.13,1,1539,82.64,5000,20
CMT Real,C++,0.13,1,524,28.129,5000,20
CMT Real,C++,0.13,1,1677,90.234,5000,20
CMT Real,C++,0.13,1,1268,68.241,5000,20
CMT Real,C++,0.13,1,137,7.407,5000,20
CMT Real,C++,0.14,1,1813,97.42,5000,20
CMT Real,C++,0.14,1,709,38.071,5000,20
CMT Real,C++,0.14,1,1921,103.136,5000,20
CMT Real,C++,0.14,1,1517,81.328,5000,20
CMT Real,C++,0.14,1,161,8.678,5000,20
CMT Real,C++,0.15,1,2186,117.251,5000,20
CMT Real,C++,0.15,1,870,46.677,5000,20
CMT Real,C++,0.15,1,2252,120.638,5000,20
CMT Real,C++,0.15,4,1822,97.61,5000,20
CMT Real,C++,0.15,1,192,10.371,5000,20
CMT Real,C++,0.16,2,2533,136.392,5000,20
CMT Real,C++,0.16,1,1021,54.935,5000,20
CMT Real,C++,0.16,1,2560,137.183,5000,20
CMT Real,C++,0.16,4,2084,111.763,5000,20
CMT Real,C++,0.16,1,219,11.818,5000,20
CMT Real,C++,0.17,2,2871,153.935,5000,20
CMT Real,C++,0.17,1,1199,64.287,5000,20
CMT Real,C++,0.17,4,2892,155.173,5000,20
CMT Real,C++,0.17,7,2407,129.352,5000,20
CMT Real,C++,0.17,1,261,14.103,5000,20
CMT Real,C++,0,1,13,1.052,5000,30
CMT Real,C++,0,1,6,0.481,5000,30
CMT Real,C++,0,1,13,1.032,5000,30
CMT Real,C++,0,1,12,0.956,5000,30
CMT Real,C++,0,1,11,0.871,5000,30
CMT Real,C++,0.05,1,327,26.323,5000,30
CMT Real,C++,0.05,1,78,6.256,5000,30
CMT Real,C++,0.05,1,150,12.067,5000,30
CMT Real,C++,0.05,1,111,8.929,5000,30
CMT Real,C++,0.05,1,470,37.822,5000,30
CMT Real,C++,0.06,1,507,40.772,5000,30
CMT Real,C++,0.06,1,169,13.6,5000,30
CMT Real,C++,0.06,1,261,20.999,5000,30
CMT Real,C++,0.06,1,193,15.584,5000,30
CMT Real,C++,0.06,1,842,67.949,5000,30
CMT Real,C++,0.07,1,673,54.02,5000,30
CMT Real,C++,0.07,1,244,19.613,5000,30
CMT Real,C++,0.07,1,371,29.845,5000,30
CMT Real,C++,0.07,1,245,19.735,5000,30
CMT Real,C++,0.07,1,1344,108.508,5000,30
CMT Real,C++,0.08,1,1093,89.103,5000,30
CMT Real,C++,0.08,1,324,26.22,5000,30
CMT Real,C++,0.08,1,500,40.354,5000,30
CMT Real,C++,0.08,1,339,27.357,5000,30
CMT Real,C++,0.08,1,1796,145.089,5000,30
CMT Real,C++,0.09,2,1605,129.175,5000,30
CMT Real,C++,0.09,1,504,40.571,5000,30
CMT Real,C++,0.09,1,794,64.055,5000,30
CMT Real,C++,0.09,1,664,53.521,5000,30
CMT Real,C++,0.09,2,2281,184.134,5000,30
CMT Real,C++,0.1,2,2177,175.248,5000,30
CMT Real,C++,0.1,1,622,50.183,5000,30
CMT Real,C++,0.1,1,990,79.965,5000,30
CMT Real,C++,0.1,1,867,69.907,5000,30
CMT Real,C++,0.1,2,2670,215.232,5000,30
CMT Real,C++,0.11,2,2605,209.957,5000,30
CMT Real,C++,0.11,1,840,67.815,5000,30
CMT Real,C++,0.11,1,1234,99.462,5000,30
CMT Real,C++,0.11,1,1133,92.383,5000,30
CMT Real,C++,0.11,2,3001,242.04,5000,30
CMT Real,C++,0.12,4,3107,250.199,5000,30
CMT Real,C++,0.12,1,1353,109.276,5000,30
CMT Real,C++,0.12,1,1576,126.923,5000,30
CMT Real,C++,0.12,1,1650,133.356,5000,30
CMT Real,C++,0.12,2,3411,274.385,5000,30
CMT Real,C++,0.13,8,3425,275.21,5000,30
CMT Real,C++,0.13,1,1614,130.035,5000,30
CMT Real,C++,0.13,1,1888,152.143,5000,30
CMT Real,C++,0.13,1,1961,158.129,5000,30
CMT Real,C++,0.13,4,3674,295.62,5000,30
CMT Real,C++,0.14,15,3717,300.193,5000,30
CMT Real,C++,0.14,1,1890,152.306,5000,30
CMT Real,C++,0.14,1,2355,189.503,5000,30
CMT Real,C++,0.14,1,2274,183.054,5000,30
CMT Real,C++,0.14,5,3861,309.65,5000,30
CMT Real,C++,0.15,24,3995,320.952,5000,30
CMT Real,C++,0.15,1,2176,177.876,5000,30
CMT Real,C++,0.15,1,2732,219.793,5000,30
CMT Real,C++,0.15,1,2630,211.228,5000,30
CMT Real,C++,0.15,10,4142,332.554,5000,30
CMT Real,C++,0.16,35,4246,341.177,5000,30
CMT Real,C++,0.16,1,2487,199.973,5000,30
CMT Real,C++,0.16,1,3115,250.389,5000,30
CMT Real,C++,0.16,1,2977,241.262,5000,30
CMT Real,C++,0.16,23,4313,346.269,5000,30
CMT Real,C++,0.17,56,4405,356.098,5000,30
CMT Real,C++,0.17,1,2759,221.613,5000,30
CMT Real,C++,0.17,2,3425,275.096,5000,30
CMT Real,C++,0.17,1,3322,267.123,5000,30
CMT Real,C++,0.17,37,4407,353.672,5000,30
CMT Real,C++,0,1,12,0.337,60000,10
CMT Real,C++,0,1,15,0.409,60000,10
CMT Real,C++,0,1,16,0.432,60000,10
CMT Real,C++,0,1,16,0.431,60000,10
CMT Real,C++,0,1,12,0.325,60000,10
CMT Real,C++,0.05,3,99,2.701,60000,10
CMT Real,C++,0.05,6,203,5.545,60000,10
CMT Real,C++,0.05,1,51,1.401,60000,10
CMT Real,C++,0.05,3,91,2.47,60000,10
CMT Real,C++,0.05,1,89,2.429,60000,10
CMT Real,C++,0.06,3,99,2.713,60000,10
CMT Real,C++,0.06,6,203,5.522,60000,10
CMT Real,C++,0.06,1,51,1.398,60000,10
CMT Real,C++,0.06,3,91,2.467,60000,10
CMT Real,C++,0.06,1,89,2.415,60000,10
CMT Real,C++,0.07,11,346,11.626,60000,10
CMT Real,C++,0.07,11,378,10.371,60000,10
CMT Real,C++,0.07,2,157,4.333,60000,10
CMT Real,C++,0.07,4,234,6.417,60000,10
CMT Real,C++,0.07,1,200,5.508,60000,10
CMT Real,C++,0.08,11,346,9.489,60000,10
CMT Real,C++,0.08,11,378,10.285,60000,10
CMT Real,C++,0.08,2,157,4.28,60000,10
CMT Real,C++,0.08,4,234,6.356,60000,10
CMT Real,C++,0.08,1,200,5.474,60000,10
CMT Real,C++,0.09,29,633,17.569,60000,10
CMT Real,C++,0.09,34,773,21.444,60000,10
CMT Real,C++,0.09,7,311,8.58,60000,10
CMT Real,C++,0.09,5,389,10.689,60000,10
CMT Real,C++,0.09,12,532,14.687,60000,10
CMT Real,C++,0.1,29,633,17.431,60000,10
CMT Real,C++,0.1,34,773,21.294,60000,10
CMT Real,C++,0.1,7,311,8.556,60000,10
CMT Real,C++,0.1,5,389,10.651,60000,10
CMT Real,C++,0.1,12,532,14.682,60000,10
CMT Real,C++,0.11,29,633,17.499,60000,10
CMT Real,C++,0.11,34,773,21.294,60000,10
CMT Real,C++,0.11,7,311,8.531,60000,10
CMT Real,C++,0.11,5,389,10.675,60000,10
CMT Real,C++,0.11,12,532,14.675,60000,10
CMT Real,C++,0.12,64,1129,31.411,60000,10
CMT Real,C++,0.12,72,1278,36.426,60000,10
CMT Real,C++,0.12,21,695,19.197,60000,10
CMT Real,C++,0.12,21,716,19.706,60000,10
CMT Real,C++,0.12,23,950,26.279,60000,10
CMT Real,C++,0.13,64,1129,33.555,60000,10
CMT Real,C++,0.13,72,1278,37.965,60000,10
CMT Real,C++,0.13,21,695,19.941,60000,10
CMT Real,C++,0.13,21,716,20.424,60000,10
CMT Real,C++,0.13,23,950,27.103,60000,10
CMT Real,C++,0.14,150,1933,55.68,60000,10
CMT Real,C++,0.14,156,2323,64.723,60000,10
CMT Real,C++,0.14,50,1174,32.667,60000,10
CMT Real,C++,0.14,41,1102,30.508,60000,10
CMT Real,C++,0.14,90,1825,51.032,60000,10
CMT Real,C++,0.15,150,1933,54.14,60000,10
CMT Real,C++,0.15,156,2323,64.608,60000,10
CMT Real,C++,0.15,50,1174,32.695,60000,10
CMT Real,C++,0.15,41,1102,30.651,60000,10
